mapping_id,source_table,source_column,source_value,source_value_description,destination_table,destination_column,concept_id,concept_description,map_on_presence,override_source_data,mapping_type,mapping_criteria_value,mapping_notes,mapping_logic
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,900,Community Medicine,PROVIDER,specialty_concept_id,44777712,Community medicine,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,180,Emergency Medicine,PROVIDER,specialty_concept_id,38004510,Emergency Medicine,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,180,Emergency Medicine,PROVIDER,specialty_concept_id,38004510,Emergency Medicine,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,430,Geriatric Medicine,PROVIDER,specialty_concept_id,38004478,Geriatric Medicine,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,430,Geriatric Medicine,PROVIDER,specialty_concept_id,38004478,Geriatric Medicine,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,350,Infectious Diseases,PROVIDER,specialty_concept_id,38004484,Infectious Disease,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,350,Infectious Diseases,PROVIDER,specialty_concept_id,38004484,Infectious Disease,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,420,Paediatrics,PROVIDER,specialty_concept_id,38004477,Pediatric Medicine,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,420,Paediatrics,PROVIDER,specialty_concept_id,38004477,Pediatric Medicine,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,712,Forensic Psychiatry,PROVIDER,specialty_concept_id,45756775,Forensic Psychiatry,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,712,Forensic Psychiatry,PROVIDER,specialty_concept_id,45756775,Forensic Psychiatry,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,142,Paediatric Dentistry,PROVIDER,specialty_concept_id,38003677,Pediatric Dentistry,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,313,Clinical Immunology,PROVIDER,specialty_concept_id,38004448,Allergy / Immunology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,313,Clinical Immunology,PROVIDER,specialty_concept_id,38004448,Allergy / Immunology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,715,Old Age Psychiatry,PROVIDER,specialty_concept_id,38004470,Geriatric Psychiatry,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,715,Old Age Psychiatry,PROVIDER,specialty_concept_id,38004470,Geriatric Psychiatry,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,901,Occupational Medicine,PROVIDER,specialty_concept_id,44777713,Occupatioal Medicine,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,901,Occupational Medicine,PROVIDER,specialty_concept_id,44777713,Occupatioal Medicine,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,421,Paediatric Neurology,PROVIDER,specialty_concept_id,44777781,Paediatric neurology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,421,Paediatric Neurology,PROVIDER,specialty_concept_id,44777781,Paediatric neurology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,822,Chemical Pathology,PROVIDER,specialty_concept_id,45756796,Pathology - Chemical,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,822,Chemical Pathology,PROVIDER,specialty_concept_id,45756796,Pathology - Chemical,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,321,Paediatric Cardiology,PROVIDER,specialty_concept_id,45756805,Pediatric Cardiology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,321,Paediatric Cardiology,PROVIDER,specialty_concept_id,45756805,Pediatric Cardiology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,305,Clinical Pharmacology,PROVIDER,specialty_concept_id,38004025,Clinical Pharmacology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,305,Clinical Pharmacology,PROVIDER,specialty_concept_id,38004025,Clinical Pharmacology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,311,Clinical Genetics,PROVIDER,specialty_concept_id,45756760,Clinical Genetics (MD),false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,311,Clinical Genetics,PROVIDER,specialty_concept_id,45756760,Clinical Genetics (MD),false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,903,Public Health Medicine,PROVIDER,specialty_concept_id,903271,Public Health Medicine,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,903,Public Health Medicine,PROVIDER,specialty_concept_id,903271,Public Health Medicine,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,520,Postnatal Clinic (Retired 1 April 2004),PROVIDER,specialty_concept_id,38004461,Obstetrics / Gynecology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,610,Maternity Function (Retired 1 April 2004),PROVIDER,specialty_concept_id,38004461,Obstetrics / Gynecology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,510,Antenatal Clinic (Retired 1 April 2004),PROVIDER,specialty_concept_id,38004461,Obstetrics / Gynecology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,500,Obstetrics and Gynaecology,PROVIDER,specialty_concept_id,38004461,Obstetrics / Gynecology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,610,Maternity Function (Retired 1 April 2004),PROVIDER,specialty_concept_id,38004461,Obstetrics / Gynecology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,500,Obstetrics and Gynaecology,PROVIDER,specialty_concept_id,38004461,Obstetrics / Gynecology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,520,Postnatal Clinic (Retired 1 April 2004),PROVIDER,specialty_concept_id,38004461,Obstetrics / Gynecology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,510,Antenatal Clinic (Retired 1 April 2004),PROVIDER,specialty_concept_id,38004461,Obstetrics / Gynecology,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,401,Clinical Neurophysiology,PROVIDER,specialty_concept_id,45756763,Clinical Neurophysiology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,401,Clinical Neurophysiology,PROVIDER,specialty_concept_id,45756763,Clinical Neurophysiology,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,960,Allied Health Professional,PROVIDER,specialty_concept_id,32580,Allied Health Professional,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,960,Allied Health Professional,PROVIDER,specialty_concept_id,32580,Allied Health Professional,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,110,Trauma and Orthopaedics,PROVIDER,specialty_concept_id,38003915,Orthopaedic Trauma Surgery,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,192,Intensive Care Medicine,PROVIDER,specialty_concept_id,38004500,Critical care (intensivist),false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,192,Intensive Care Medicine,PROVIDER,specialty_concept_id,38004500,Critical care (intensivist),false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,315,Palliative Medicine,PROVIDER,specialty_concept_id,38004462,Hospice And Palliative Care,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,315,Palliative Medicine,PROVIDER,specialty_concept_id,38004462,Hospice And Palliative Care,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,314,Rehabilitation Medicine,PROVIDER,specialty_concept_id,38004063,Rehabilitation Practitioner,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,314,Rehabilitation Medicine,PROVIDER,specialty_concept_id,38004063,Rehabilitation Practitioner,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,170,Cardiothoracic Surgery,PROVIDER,specialty_concept_id,45756830,Thoracic and Cardiac Surgery,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,170,Cardiothoracic Surgery,PROVIDER,specialty_concept_id,45756830,Thoracic and Cardiac Surgery,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,145,Oral and Maxillofacial Surgery,PROVIDER,specialty_concept_id,38003826,Oral and Maxillofacial Surgery,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,145,Oral and Maxillofacial Surgery,PROVIDER,specialty_concept_id,38003826,Oral and Maxillofacial Surgery,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,711,Child and Adolescent Psychiatry,PROVIDER,specialty_concept_id,45756756,Child and Adolescent Psychiatry,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,711,Child and Adolescent Psychiatry,PROVIDER,specialty_concept_id,45756756,Child and Adolescent Psychiatry,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,710,Adult Mental Illness,PROVIDER,specialty_concept_id,38004410,Adult Psych / Mental Health Nurse,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,710,Adult Mental Illness,PROVIDER,specialty_concept_id,38004410,Adult Psych / Mental Health Nurse,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,160,Plastic Surgery,PROVIDER,specialty_concept_id,38004467,Plastic And Reconstructive Surgery,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,160,Plastic Surgery,PROVIDER,specialty_concept_id,38004467,Plastic And Reconstructive Surgery,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,700,Learning Disability,PROVIDER,specialty_concept_id,45756768,Developmental-Behavioral Pediatrics,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,700,Learning Disability,PROVIDER,specialty_concept_id,45756768,Developmental-Behavioral Pediatrics,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,312,CLINICAL CYTOGENETICS and MOLECULAR GENETICS (Retired 1 April 2010) National Code 312 is retained for CONSULTANTS qualified in this Main Specialty prior to 1 April 2010,PROVIDER,specialty_concept_id,32413,Clinical Molecular Genetics and Genomics,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,312,CLINICAL CYTOGENETICS and MOLECULAR GENETICS (Retired 1 April 2010) National Code 312 is retained for CONSULTANTS qualified in this Main Specialty prior to 1 April 2010,PROVIDER,specialty_concept_id,32413,Clinical Molecular Genetics and Genomics,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,360,Genitourinary Medicine,PROVIDER,specialty_concept_id,903266,Community sexual and reproductive health,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,504,Community Sexual and Reproductive Health,PROVIDER,specialty_concept_id,903266,Community sexual and reproductive health,false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Main_Specialty_Code,504,Community Sexual and Reproductive Health,PROVIDER,specialty_concept_id,903266,Community sexual and reproductive health,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,360,Genitourinary Medicine,PROVIDER,specialty_concept_id,903266,Community sexual and reproductive health,false,,PROVIDER_specialty_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Main_Specialty_Code,141,Restorative Dentistry,PROVIDER,specialty_concept_id,44777671,"Restorative dentistry (endodontics, periodontics and prosthodontics)",false,,PROVIDER_specialty_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Consultant_Code,,,PROVIDER,provider_source_value,,,false,,information,,,
,SUS_BRI_APC_010415_to_300619_P1,Consultant_Code,,,PROVIDER,provider_source_value,,,false,,information,,,
,SUS_BRI_OP_010415_to_300619,Consultant_Code,,,PROVIDER,provider_source_value,,,false,,information,,,
,,,,,PROVIDER,specialty_source_value,,,false,,information,,,
,,,,,PROVIDER,gender_source_concept_id,,,false,,information,,,
,,,,,PROVIDER,specialty_source_concept_id,,,false,,information,,,
,tbl_srorganisation,RowIdentifier,,,CARE_SITE,care_site_id,,,false,,information,,,
,tbl_srorganisation,Name,,,CARE_SITE,care_site_name,,,false,,information,,,
,tbl_srorganisation,ID,,,CARE_SITE,care_site_source_value,,,false,,information,,,
,tbl_srorganisation,ID,,,CARE_SITE,care_site_source_value,,,false,,information,,,
,,,,,CARE_SITE,place_of_service_source_value,,,false,,information,,,
,,,,,CARE_SITE,place_of_service_source_value,,,false,,information,,,
,tbl_SRCode,person_id,,,MEASUREMENT,person_id,,,false,,information,,,
,SUS_BRI_AE_010415_to_300619,person_id,,,MEASUREMENT,person_id,,,false,,information,,,
,,,,,MEASUREMENT,range_low,,,false,,information,,,
,,,,,MEASUREMENT,range_high,,,false,,information,,,
,tbl_SRCode,iddoneby,,,MEASUREMENT,provider_id,,,false,,information,,,
,tbl_SRCode,numericunit,pH,pH,MEASUREMENT,unit_concept_id,8482,pH,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,days,days,MEASUREMENT,unit_concept_id,8512,day,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Days,Days,MEASUREMENT,unit_concept_id,8512,day,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,grams,grams,MEASUREMENT,unit_concept_id,8504,gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,grms,grms,MEASUREMENT,unit_concept_id,8504,gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g,g,MEASUREMENT,unit_concept_id,8504,gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,h,h,MEASUREMENT,unit_concept_id,8505,hour,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,hours,hours,MEASUREMENT,unit_concept_id,8505,hour,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Units,Units,MEASUREMENT,unit_concept_id,8510,unit,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,units,units,MEASUREMENT,unit_concept_id,8510,unit,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,weeks,weeks,MEASUREMENT,unit_concept_id,8511,week,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Weeks,Weeks,MEASUREMENT,unit_concept_id,8511,week,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,years,years,MEASUREMENT,unit_concept_id,9448,year,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,yrs old,yrs old,MEASUREMENT,unit_concept_id,9448,year,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Years,Years,MEASUREMENT,unit_concept_id,9448,year,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Litres,Litres,MEASUREMENT,unit_concept_id,8519,liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,L,L,MEASUREMENT,unit_concept_id,8519,liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,l,l,MEASUREMENT,unit_concept_id,8519,liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,litres,litres,MEASUREMENT,unit_concept_id,8519,liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,m,m,MEASUREMENT,unit_concept_id,9546,meter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,months,months,MEASUREMENT,unit_concept_id,9580,month,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Months,Months,MEASUREMENT,unit_concept_id,9580,month,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Points,Points,MEASUREMENT,unit_concept_id,9384,point,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,points,points,MEASUREMENT,unit_concept_id,9384,point,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Ratio,Ratio,MEASUREMENT,unit_concept_id,8523,ratio,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ratio,ratio,MEASUREMENT,unit_concept_id,8523,ratio,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,[Titre],[Titre],MEASUREMENT,unit_concept_id,8525,titer,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Titre,Titre,MEASUREMENT,unit_concept_id,8525,titer,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,titre,titre,MEASUREMENT,unit_concept_id,8525,titer,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,minutes,minutes,MEASUREMENT,unit_concept_id,8550,minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Minutes,Minutes,MEASUREMENT,unit_concept_id,8550,minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,min,min,MEASUREMENT,unit_concept_id,8550,minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mins,mins,MEASUREMENT,unit_concept_id,8550,minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Mins,Mins,MEASUREMENT,unit_concept_id,8550,minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Seconds,Seconds,MEASUREMENT,unit_concept_id,8555,second,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,s,s,MEASUREMENT,unit_concept_id,8555,second,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,secs,secs,MEASUREMENT,unit_concept_id,8555,second,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Secs,Secs,MEASUREMENT,unit_concept_id,8555,second,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Sec,Sec,MEASUREMENT,unit_concept_id,8555,second,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,seconds,seconds,MEASUREMENT,unit_concept_id,8555,second,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,dB,dB,MEASUREMENT,unit_concept_id,44777591,Decibel,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,calories,calories,MEASUREMENT,unit_concept_id,9472,calorie,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,%,%,MEASUREMENT,unit_concept_id,8554,percent,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,kg,kg,MEASUREMENT,unit_concept_id,9529,kilogram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Kg,Kg,MEASUREMENT,unit_concept_id,9529,kilogram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,KG,KG,MEASUREMENT,unit_concept_id,9529,kilogram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Units/Week,Units/Week,MEASUREMENT,unit_concept_id,44777559,per week,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mins/week,mins/week,MEASUREMENT,unit_concept_id,44777559,per week,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,per week,per week,MEASUREMENT,unit_concept_id,44777559,per week,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,per year,per year,MEASUREMENT,unit_concept_id,44777560,per year,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pg,pg,MEASUREMENT,unit_concept_id,8564,picogram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg,mg,MEASUREMENT,unit_concept_id,8576,milligram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,per month,per month,MEASUREMENT,unit_concept_id,44777658,per month,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pm,pm,MEASUREMENT,unit_concept_id,9629,picometer,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,cm,cm,MEASUREMENT,unit_concept_id,8582,centimeter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,cms,cms,MEASUREMENT,unit_concept_id,8582,centimeter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,cP,cP,MEASUREMENT,unit_concept_id,8479,centipoise,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,fL,fL,MEASUREMENT,unit_concept_id,8583,femtoliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,kPa,kPa,MEASUREMENT,unit_concept_id,44777602,kilopascal,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,MLS,MLS,MEASUREMENT,unit_concept_id,8587,milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mL,mL,MEASUREMENT,unit_concept_id,8587,milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ml,ml,MEASUREMENT,unit_concept_id,8587,milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mls,mls,MEASUREMENT,unit_concept_id,8587,milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mm,mm,MEASUREMENT,unit_concept_id,8588,millimeter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Resp/min,Resp/min,MEASUREMENT,unit_concept_id,8541,per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mPas,mPas,MEASUREMENT,unit_concept_id,44777623,millipascal,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ms,ms,MEASUREMENT,unit_concept_id,9593,millisecond,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,cigarettes / day,cigarettes / day,MEASUREMENT,unit_concept_id,44777556,per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,times/day,times/day,MEASUREMENT,unit_concept_id,44777556,per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,cigars / day,cigars / day,MEASUREMENT,unit_concept_id,44777556,per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,kcal/day,kcal/day,MEASUREMENT,unit_concept_id,44777556,per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,spliffs/day,spliffs/day,MEASUREMENT,unit_concept_id,44777556,per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Cigs/day,Cigs/day,MEASUREMENT,unit_concept_id,44777556,per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,m�,m�,MEASUREMENT,unit_concept_id,8617,square meter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,AI,AI,MEASUREMENT,unit_concept_id,8478,avidity index,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,CU,CU,MEASUREMENT,unit_concept_id,45744813,clinical unit,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/mol,g/mol,MEASUREMENT,unit_concept_id,44777595,gram per mole,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Arbitrary,Arbitrary,MEASUREMENT,unit_concept_id,9260,arbitrary unit,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,degC,degC,MEASUREMENT,unit_concept_id,586323,degree Celsius,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,degrees,degrees,MEASUREMENT,unit_concept_id,586323,degree Celsius,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,C,C,MEASUREMENT,unit_concept_id,586323,degree Celsius,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Centigrade,Centigrade,MEASUREMENT,unit_concept_id,586323,degree Celsius,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,deg centigrade,deg centigrade,MEASUREMENT,unit_concept_id,586323,degree Celsius,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/l,g/l,MEASUREMENT,unit_concept_id,8636,gram per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/L,g/L,MEASUREMENT,unit_concept_id,8636,gram per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,/uL,/uL,MEASUREMENT,unit_concept_id,8647,per microliter,false,,MEASUREMENT_unit_concept_id,,,
